artist_name,number_of_songs,avg_track_popularity,avg_track_duration,artist_popularity,explicit_songs,artist_labels,explicit_dependency
Taylor Swift,324,60.05,3.9,100,46,"['country', 'pop', 'indie', 'folk']",14.2
Bad Bunny,56,73.34,3.65,95,45,"['reggaeton', 'trap latino', 'urbano latino', 'latin']",80.36
Drake,84,65.89,3.88,95,73,['rap'],86.9
The Weeknd,141,60.79,4.38,93,70,"['r&b pop', 'alternative r&b', 'hip hop', 'synthpop']",49.65
Justin Bieber,55,66.27,3.0,91,10,"['pop', 'contemporary r&b']",18.18
Sabrina Carpenter,34,79.5,3.05,91,23,['pop'],67.65
Ariana Grande,94,63.91,3.32,90,39,['pop'],41.49
Rihanna,52,65.58,3.88,90,17,"['pop', 'r&b']",32.69
Billie Eilish,61,73.89,3.5,90,6,"['alternative pop', 'electropop', 'dark pop']",9.84
Bruno Mars,27,66.41,3.68,90,1,"['pop', 'rnb', 'male vocalists', 'r&b', 'slow jams']",3.7
Kanye West,23,66.35,4.16,89,16,['rap'],69.57
Kendrick Lamar,11,72.55,3.43,89,8,"['hip hop', 'west coast hip hop']",72.73
Travis Scott,33,69.91,3.61,89,30,['rap'],90.91
Fuerza Regida,2,87.0,3.01,89,2,"['corrido', 'corridos tumbados', 'corridos bélicos', 'música mexicana', 'sierreño', 'banda', 'electro corridos', 'sad sierreño']",100.0
Tate McRae,48,66.25,2.84,88,29,['pop'],60.42
Eminem,67,56.25,4.44,88,66,"['rap', 'hip hop']",98.51
Ed Sheeran,53,60.28,3.89,88,1,['soft pop'],1.89
Future,24,66.17,3.59,88,24,['rap'],100.0
Morgan Wallen,5,51.4,2.92,88,2,['country'],40.0
Linkin Park,38,66.08,3.32,88,3,"['nu metal', 'rap metal', 'rock', 'alternative metal']",7.89
Coldplay,39,67.21,4.31,88,0,"['rock', 'alternative', 'britpop', 'alternative rock', 'indie']",0.0
Lana Del Rey,99,63.17,4.42,88,26,"['alternative pop', 'indie pop']",26.26
Lady Gaga,70,57.19,3.86,88,11,"['art pop', 'pop']",15.71
Olivia Dean,3,90.33,3.12,88,0,['pop soul'],0.0
David Guetta,27,60.96,3.27,87,4,['edm'],14.81
KAROL G,9,68.78,3.17,87,5,"['reggaeton', 'latin', 'urbano latino']",55.56
HUNTR/X,4,93.75,3.34,87,0,['k-pop'],0.0
SZA,16,70.88,3.03,87,10,['r&b'],62.5
Chris Brown,15,59.33,3.86,87,11,['r&b'],73.33
J Balvin,4,66.25,3.58,86,0,"['reggaeton', 'latin']",0.0
"Tyler, The Creator",8,68.25,3.18,86,8,"['hip-hop', 'rap', 'ofwgkta', 'underground hip-hop', 'swag']",100.0
Lil Wayne,8,36.62,4.33,86,6,"['rap', 'hip hop']",75.0
Post Malone,83,61.7,3.33,86,59,"['pop', 'hip hop', 'country']",71.08
Doja Cat,30,68.67,3.34,86,29,"['pop', 'rnb', 'rap', 'hip-hop', 'hip hop']",96.67
Playboi Carti,45,64.71,2.8,86,45,['rage rap'],100.0
Radiohead,40,62.28,4.13,85,1,"['art rock', 'alternative rock']",2.5
Don Toliver,4,60.25,3.41,85,2,"['rap', 'trap', 'hip-hop', 'rnb', 'hip hop']",50.0
Juice WRLD,7,60.86,3.59,85,7,"['melodic rap', 'emo rap']",100.0
Dua Lipa,42,55.81,3.39,85,4,['pop'],9.52
Olivia Rodrigo,68,60.57,3.05,85,25,"['pop rock', 'alternative pop', 'pop punk']",36.76
Daddy Yankee,2,37.5,3.28,85,0,"['reggaeton', 'latin']",0.0
Maroon 5,28,56.89,3.57,85,7,['pop'],25.0
Michael Jackson,21,69.05,4.55,85,0,"['pop', '80s', 'dance', 'soul', 'funk']",0.0
sombr,15,79.67,3.59,85,0,"['indie', 'alternative', 'rock', 'singer-songwriter', 'indie rock']",0.0
BTS,30,57.43,3.92,85,0,['k-pop'],0.0
Imagine Dragons,17,56.29,3.21,85,0,"['indie', 'indie rock', 'alternative', 'rock', 'indie pop']",0.0
Shakira,43,38.6,3.35,85,0,['latin pop'],0.0
Gunna,10,56.3,2.72,85,10,['melodic rap'],100.0
Daniel Caesar,3,29.33,4.52,85,1,"['rnb', 'soul', 'neo-soul', 'canadian', 'alternative rnb']",33.33
21 Savage,7,62.29,4.14,84,7,"['trap', 'hip-hop', 'rap', 'hip hop', 'atlanta']",100.0
Arctic Monkeys,10,79.8,3.58,84,0,"['indie', 'garage rock']",0.0
Frank Ocean,6,68.83,5.03,84,4,"['rnb', 'soul', 'hip-hop', 'r&b', 'ofwgkta']",66.67
Tame Impala,13,75.0,4.61,84,4,"['neo-psychedelic', 'indie']",30.77
Lil Baby,15,63.13,2.97,84,15,"['rap', 'hip-hop', 'hip hop', 'trap', 'atlanta']",100.0
Zach Bryan,2,84.0,3.51,84,0,"['country', 'red dirt']",0.0
Alex Warren,5,83.4,3.11,84,0,"['folk', 'pop', 'singer-songwriter', 'indie', 'indie folk']",0.0
Nicki Minaj,18,53.56,3.51,84,16,"['hip-hop', 'rap', 'rnb', 'pop', 'hip hop']",88.89
Calvin Harris,21,69.52,3.65,84,5,['edm'],23.81
Beyoncé,49,64.71,3.96,84,25,"['rnb', 'pop', 'female vocalists', 'soul', 'hip-hop']",51.02
Pitbull,22,58.14,3.59,84,6,"['hip-hop', 'rap', 'reggaeton', 'hip hop', 'crunk']",27.27
YoungBoy Never Broke Again,5,73.4,3.07,84,5,"['rap', 'trap', 'hip-hop', 'louisiana', 'gangsta rap']",100.0
Young Thug,4,69.5,3.94,84,4,"['rap', 'melodic rap', 'trap']",100.0
Metro Boomin,9,75.0,3.32,84,9,"['trap', 'rap', 'hip-hop', 'hip hop', 'southern hip hop']",100.0
TWICE,2,85.0,2.91,83,0,['k-pop'],0.0
Benson Boone,7,79.0,3.01,83,0,"['pop', 'rock', 'pop rock', 'my top songs', 'singer-songwriter']",0.0
PARTYNEXTDOOR,4,55.0,3.05,83,3,"['dark r&b', 'r&b', 'trap soul']",75.0
Kali Uchis,8,74.62,3.4,83,0,"['rnb', 'neo-soul', 'soul', 'alternative rnb', 'pop']",0.0
Katy Perry,56,55.75,3.85,83,3,['pop'],5.36
One Direction,27,60.41,3.53,83,0,"['pop', 'british', 'boyband', 'one direction', 'x factor']",0.0
Red Hot Chili Peppers,9,80.89,4.51,83,0,"['funk rock', 'alternative rock', 'rock']",0.0
The Marías,4,77.25,3.29,83,0,['bedroom pop'],0.0
$uicideboy$,2,31.5,2.62,83,2,"['emo rap', 'horrorcore', 'cloud rap', 'trap metal', 'underground hip hop']",100.0
Teddy Swims,3,84.67,3.37,83,0,"['soul', 'singer-songwriter', 'pop', 'rnb', 'neo-soul']",0.0
The Neighbourhood,77,53.3,3.93,83,17,"['indie', 'indie rock', 'indie pop', 'rock', 'alternative']",22.08
Fleetwood Mac,8,69.75,4.36,83,0,"['classic rock', 'yacht rock', 'soft rock']",0.0
Twenty One Pilots,14,68.07,3.85,83,0,"['electronic', 'alternative', 'rap', 'indie pop', 'indie']",0.0
Luke Combs,4,77.25,3.84,83,0,['country'],0.0
Cigarettes After Sex,9,14.44,4.58,83,1,['dream pop'],11.11
XXXTENTACION,8,77.75,2.09,83,7,['emo rap'],87.5
Adele,41,58.78,4.5,83,0,['soft pop'],0.0
Lil Peep,60,42.9,2.83,82,59,"['emo rap', 'cloud rap']",98.33
Gorillaz,2,86.0,3.9,82,0,"['trip-hop', 'rock', 'electronic', 'alternative rock', 'fictional', 'hip-hop', 'british', 'hip hop', 'uk', 'fictitious artist', 'electronica', 'synth-pop', 'electropop', 'producer', 'art rock', 'leftfield', 'trip rock', 'alternative hip-hop', 'alternative dance', 'uk garage', 'english', 'trip hop', 'parlophone', 'producteur', 'rock and indie', 'gorillaz', 'virtual band', 'art pop', 'fictitious-artist', 'fabloo', 'vyrzukhisuc-artiest']",0.0
J. Cole,9,67.44,4.15,82,9,['rap'],100.0
The Beatles,20,56.9,2.89,82,0,"['classic rock', 'psychedelic rock']",0.0
JAY-Z,10,53.4,4.42,82,10,"['hip hop', 'east coast hip hop', 'rap']",100.0
Sia,19,68.42,3.72,82,0,"['female vocalists', 'indie', 'chillout', 'trip-hop', 'downtempo']",0.0
50 Cent,6,60.5,3.56,82,5,"['east coast hip hop', 'old school hip hop']",83.33
Lil Uzi Vert,3,66.0,2.97,82,3,['melodic rap'],100.0
Khalid,9,66.0,3.38,82,2,"['soul', 'pop', 'rnb', 'alternative rnb', 'alternative']",22.22
KATSEYE,3,88.67,2.57,82,1,['k-pop'],33.33
Charli xcx,29,65.59,2.86,82,7,"['hyperpop', 'art pop']",24.14
Chappell Roan,18,73.61,3.59,82,5,"['pop', 'indie pop', 'synthpop', 'electropop', 'queer']",27.78
Laufey,2,80.5,2.82,82,0,"['jazz', 'bossa nova', 'female vocalists', 'pop', 'icelandic']",0.0
A$AP Rocky,7,73.86,3.59,82,7,['rap'],100.0
Noah Kahan,2,79.5,3.84,82,0,"['indie', 'folk', 'singer-songwriter', 'acoustic', 'vermont']",0.0
Hozier,11,53.55,4.11,82,0,"['blues', 'indie', 'soul', 'singer-songwriter', 'irish']",0.0
Gracie Abrams,8,76.38,3.42,82,3,"['pop', 'indie pop', 'my top songs', 'indie', 'female vocalists']",37.5
Queen,6,65.33,3.9,82,0,"['classic rock', 'rock', 'glam rock']",0.0
Wiz Khalifa,4,56.0,3.75,81,2,['rap'],50.0
Akon,4,56.25,3.89,81,3,"['rnb', 'hip-hop', 'rap', 'pop', 'hip hop']",75.0
Daft Punk,2,78.5,5.15,81,0,"['french house', 'electronic', 'electro']",0.0
Justin Timberlake,10,72.4,5.84,81,3,"['pop', 'rnb', 'dance', 'male vocalists', 'hip-hop']",30.0
Mac Miller,2,71.5,5.72,81,1,"['hip-hop', 'rap', 'underground hip-hop', 'hip hop', 'pittsburgh']",50.0
Cardi B,22,64.77,3.49,81,22,"['hip-hop', 'rap', 'trap', 'hip hop', 'american']",100.0
Nirvana,91,32.45,3.65,81,2,"['grunge', 'rock']",2.2
OneRepublic,10,66.1,3.47,81,1,['soft pop'],10.0
Black Eyed Peas,17,44.47,4.33,81,5,"['hip-hop', 'pop', 'rnb', 'rap', 'hip hop']",29.41
Deftones,3,75.0,4.7,81,0,"['nu metal', 'alternative metal', 'rap metal', 'shoegaze', 'rock']",0.0
Britney Spears,24,61.42,3.71,81,1,['pop'],4.17
Miley Cyrus,62,50.6,3.45,81,14,"['country pop', 'rock', 'hip hop', 'experimental']",22.58
Joji,7,57.0,3.28,81,3,"['lo-fi', 'rnb', 'hip-hop', 'alternative rnb', 'japanese']",42.86
RAYE,6,43.83,4.23,81,5,"['pop', 'rnb', 'british', 'female vocalists', 'my top songs']",83.33
Selena Gomez,20,56.7,3.44,81,0,"['pop', 'female vocalists', 'disney', 'pop rock', 'dance']",0.0
Sean Paul,4,69.75,3.69,81,0,['dancehall'],0.0
BLACKPINK,5,56.6,2.95,81,0,['k-pop'],0.0
JENNIE,18,70.28,2.77,81,14,['k-pop'],77.78
Shawn Mendes,23,58.78,3.24,81,1,"['pop', 'canadian', 'folk', 'male vocalists', 'acoustic']",4.35
Sam Smith,39,37.59,3.25,81,0,['soft pop'],0.0
Metallica,4,37.25,6.34,81,0,"['metal', 'thrash metal', 'rock', 'heavy metal', 'hard rock']",0.0
System Of A Down,6,55.17,3.54,80,0,"['nu metal', 'metal', 'alternative metal', 'rap metal', 'rock']",0.0
Saja Boys,2,93.5,2.85,80,0,"['k-pop', 'pop', 'korean', 'soundtrack', 'kpop']",0.0
The Chainsmokers,19,57.74,3.62,80,3,"['electronic', 'pop', 'house', 'electro house', 'dance']",15.79
Tiësto,9,60.22,2.78,80,1,"['edm', 'trance', 'big room']",11.11
Trippie Redd,2,2.0,3.6,80,2,['melodic rap'],100.0
Guns N' Roses,6,19.33,6.13,80,4,"['rock', 'glam metal', 'hard rock', 'classic rock']",66.67
Halsey,19,40.89,3.42,80,6,"['pop', 'indie pop', 'indie', 'alternative', 'female vocalists']",31.58
Green Day,6,67.67,6.43,80,4,"['punk', 'pop punk']",66.67
Harry Styles,31,66.29,3.55,80,0,"['pop rock', 'soft rock', 'synthpop']",0.0
Dave,2,77.0,3.67,80,2,"['grime', 'uk grime', 'uk drill', 'drill']",100.0
Snoop Dogg,4,68.25,3.74,80,4,"['g-funk', 'west coast hip hop', 'gangster rap', 'hip hop', 'old school hip hop', 'rap']",100.0
Bryson Tiller,4,79.0,3.34,80,3,"['trap soul', 'r&b']",75.0
Oasis,5,43.6,4.28,80,0,"['britpop', 'madchester']",0.0
Elton John,5,67.4,3.6,80,0,"['pop', 'classic rock', 'singer-songwriter', 'rock', 'piano']",0.0
USHER,7,48.14,4.02,80,0,['r&b'],0.0
Lorde,15,59.47,3.88,80,1,"['pop', 'indie pop', 'electronic', 'indie', 'new zealand']",6.67
AC/DC,3,84.67,4.2,80,0,"['rock', 'hard rock', 'classic rock', 'rock and roll']",0.0
Marshmello,8,66.25,2.89,80,1,['edm'],12.5
Ne-Yo,6,52.5,3.83,80,0,"['rnb', 'soul', 'hip-hop', 'pop', 'ne-yo']",0.0
Timbaland,6,69.5,3.71,79,0,"['hip-hop', 'rnb', 'rap', 'pop', 'hip hop']",0.0
Tory Lanez,4,71.0,2.69,79,1,"['rnb', 'hip-hop', 'canadian', 'rap', 'trap']",25.0
Jimin,2,80.0,3.18,79,0,['k-pop'],0.0
TV Girl,16,72.25,3.4,79,2,"['indie pop', 'lo-fi', 'indie', 'chillwave', 'pop']",12.5
Avicii,14,53.14,3.55,79,1,['edm'],7.14
James Arthur,11,70.91,3.64,79,1,['soft pop'],9.09
Flo Rida,13,70.23,3.7,79,0,"['hip-hop', 'rap', 'hip hop', 'dirty south', 'southern rap']",0.0
Yeat,3,69.67,3.14,79,3,['rage rap'],100.0
d4vd,6,58.33,3.14,79,0,"['pop', 'rnb', 'rock', 'dream pop', 'indie pop']",0.0
ABBA,6,73.0,4.25,79,0,"['pop', 'disco', '70s', 'swedish', '80s']",0.0
Mac DeMarco,5,80.2,3.19,79,0,"['indie', 'lo-fi indie']",0.0
Kodak Black,7,64.29,3.57,79,5,"['trap', 'rap', 'hip-hop', 'hip hop', 'florida']",71.43
Lewis Capaldi,12,67.67,3.42,79,0,['soft pop'],0.0
Lil Tecca,3,72.67,2.58,79,3,"['melodic rap', 'rap']",100.0
Charlie Puth,10,54.9,3.22,79,0,"['soft pop', 'pop']",0.0
The Kid LAROI,11,56.09,2.51,79,8,"['rap', 'hip-hop', 'emo rap', 'australian', 'trap']",72.73
Pharrell Williams,3,50.33,3.9,79,1,"['hip-hop', 'rnb', 'rap', 'hip hop', 'pop']",33.33
Paramore,10,69.1,3.88,79,0,"['pop punk', 'emo']",0.0
Pink Floyd,15,69.87,5.8,79,2,"['progressive rock', 'psychedelic rock', 'classic rock', 'art rock', 'rock']",13.33
Kid Cudi,2,76.0,3.04,79,1,"['hip-hop', 'rap', 'alternative rap', 'hip hop', 'house']",50.0
Chase Atlantic,15,50.27,3.66,79,8,"['rnb', 'indie', 'australian', 'rock', 'alternative']",53.33
Jung Kook,5,63.8,3.25,79,3,['k-pop'],60.0
Central Cee,4,70.5,2.17,79,4,"['uk drill', 'drill', 'uk grime']",100.0
Conan Gray,6,72.67,3.69,79,0,"['pop', 'indie pop', 'indie', 'my top songs', 'american']",0.0
Mariah Carey,2,79.5,4.02,79,0,['christmas'],0.0
Slipknot,2,77.5,4.96,78,0,"['nu metal', 'metal', 'alternative metal', 'rap metal', 'heavy metal']",0.0
bbno$,2,39.5,2.1,78,2,"['rap', 'hip-hop', 'canadian', 'hip hop', 'canada']",100.0
beabadoobee,3,77.33,2.61,78,0,['bedroom pop'],0.0
Alan Walker,15,54.0,3.04,78,2,"['electronic', 'house', 'edm', 'dance', 'norwegian']",13.33
Alicia Keys,4,50.25,4.06,78,0,"['r&b', 'neo soul']",0.0
GIVĒON,2,69.0,3.26,78,0,['r&b'],0.0
Billy Joel,3,81.67,4.19,78,0,['soft rock'],0.0
The Smiths,7,68.57,3.13,78,0,"['new wave', 'madchester', 'jangle pop']",0.0
Anitta,2,66.5,3.23,78,0,"['brazilian pop', 'funk pop', 'brazilian funk', 'funk carioca']",0.0
Bon Jovi,6,51.83,4.53,78,0,"['glam metal', 'rock']",0.0
Ellie Goulding,11,58.0,3.81,78,1,"['female vocalists', 'electronic', 'british', 'indie', 'indie pop']",9.09
ROSÉ,3,83.33,2.76,78,0,['k-pop'],0.0
PinkPantheress,11,64.27,2.21,78,2,['bedroom pop'],18.18
Miguel,4,72.75,3.32,78,1,['r&b'],25.0
P!nk,14,49.43,3.71,78,8,"['pop', 'pop rock', 'female vocalists', 'rock', 'female']",57.14
Nickelback,4,54.5,4.05,78,0,"['post-grunge', 'rock']",0.0
Kehlani,5,72.8,3.22,78,3,"['rnb', 'pop', 'soul', 'female vocalists', 'hip-hop']",60.0
Kesha,9,51.89,3.37,78,0,"['electronic', 'pop', 'dance', 'electropop', 'indie pop', 'dance-pop', 'pop rock', 'europop', 'pop rap', 'singer/songwriter', 'a filk artist', 'crunkcore', 'lgbtq']",0.0
Dr. Dre,6,73.17,4.0,78,6,"['old school hip hop', 'g-funk', 'gangster rap', 'west coast hip hop', 'hip hop', 'rap']",100.0
Mitski,7,42.71,2.76,78,0,"['indie rock', 'indie', 'indie pop', 'singer-songwriter', 'dream pop']",0.0
Camila Cabello,20,55.5,3.38,78,0,"['pop', 'female vocalists', 'cuba', 'dance', 'cuban']",0.0
Lil Durk,3,61.67,3.34,78,3,"['chicago drill', 'drill']",100.0
Childish Gambino,6,14.0,4.86,78,5,"['hip-hop', 'rap', 'hip hop', 'indie', 'underground hip-hop']",83.33
Clairo,4,52.25,2.98,78,0,['bedroom pop'],0.0
Limp Bizkit,3,80.0,3.93,78,2,"['nu metal', 'rap metal', 'alternative metal', 'rap rock']",66.67
Madonna,3,70.0,4.1,78,0,"['pop', 'dance', 'female vocalists', '80s', 'electronic']",0.0
2Pac,4,72.5,4.91,78,4,"['old school hip hop', 'gangster rap', 'west coast hip hop', 'g-funk', 'hip hop']",100.0
Tyga,3,47.33,3.69,78,3,"['hip-hop', 'rap', 'hip hop', 'tyga', 'west coast']",100.0
mgk,36,53.56,2.64,78,35,"['rap', 'hip-hop', 'hip hop', 'pop punk', 'cleveland']",97.22
ZAYN,8,64.5,3.58,77,3,"['pop', 'rnb', 'british', 'male vocalists', 'sexy']",37.5
Tyla,4,72.5,2.9,77,0,['afrobeats'],0.0
A Boogie Wit da Hoodie,3,74.67,2.66,77,3,['melodic rap'],100.0
Fall Out Boy,3,73.33,3.43,77,0,"['emo', 'pop punk']",0.0
Florence + The Machine,9,61.0,3.94,77,1,['baroque pop'],11.11
DaBaby,3,71.0,2.8,77,3,"['rap', 'hip-hop', 'trap', 'hip hop', 'american']",100.0
Lola Young,7,73.57,3.9,77,4,"['pop', 'rnb', 'indie pop', 'soul', 'my top songs']",57.14
Enrique Iglesias,4,36.75,3.96,77,1,"['latin pop', 'latin']",25.0
The Rolling Stones,3,70.0,4.46,77,0,"['classic rock', 'rock']",0.0
Steve Lacy,5,62.0,3.23,77,3,"['free jazz', 'jazz', 'saxophone', 'rnb', 'avant-garde jazz']",60.0
Sade,17,65.71,4.59,77,0,"['downtempo', 'pop', 'jazz', 'british', 'uk', 'soul', 'quiet storm', 'jazz pop', 'smooth jazz', 'english', 'trip hop', 'classic pop and rock', 'female singer', 'am', 'pop soul', 'smooth soul', 'sophisti-pop', 'contemporary r&b']",0.0
Dire Straits,2,43.0,5.8,77,0,['classic rock'],0.0
Diplo,5,47.2,2.38,77,5,['moombahton'],100.0
Bring Me The Horizon,2,64.5,3.62,77,2,"['metalcore', 'emo', 'screamo', 'rock', 'post-hardcore']",100.0
ROSALÍA,7,55.43,2.82,77,1,['latin'],14.29
Demi Lovato,13,59.77,3.44,77,7,"['pop', 'pop rock', 'female vocalists', 'disney', 'guilty pleasure']",53.85
Offset,4,50.25,3.84,77,3,"['trap', 'rap', 'hip-hop', 'travis scott', 'hip hop']",75.0
NewJeans,2,78.5,2.83,77,0,['k-pop'],0.0
Nelly Furtado,6,57.5,3.9,77,0,"['pop', 'female vocalists', 'folk', 'canadian', 'singer-songwriter']",0.0
DJ Snake,7,64.43,3.65,77,2,"['trap', 'electronic', 'dance', 'edm', 'french']",28.57
Creedence Clearwater Revival,2,72.5,2.86,77,0,"['classic rock', 'southern rock', 'country rock']",0.0
Hans Zimmer,50,33.18,4.12,77,0,['soundtrack'],0.0
Zara Larsson,5,47.2,3.39,77,1,"['pop', 'swedish', 'female vocalists', 'indie', 'sweden']",20.0
Three Days Grace,8,71.62,3.56,77,1,"['post-grunge', 'rock']",12.5
Ava Max,6,51.17,2.88,77,0,"['pop', 'electropop', 'female vocalists', 'american', 'usa']",0.0
Empire Of The Sun,2,84.5,3.88,77,0,"['electronic', 'synthpop', 'australian', 'electronica', 'synth pop']",0.0
League of Legends,2,20.0,4.43,76,0,"['soundtrack', 'game music', 'all', 'video game music', 'instrumental']",0.0
Gucci Mane,5,66.2,3.36,76,5,"['southern hip hop', 'rap', 'trap']",100.0
Tom Odell,4,74.75,3.76,76,2,"['indie', 'folk', 'british', 'singer-songwriter', 'piano']",50.0
blink-182,5,57.6,3.19,76,1,"['pop punk', 'punk', 'rock', 'skate punk', 'emo']",20.0
5 Seconds of Summer,7,59.29,3.26,76,1,"['pop punk', 'pop rock', 'pop', 'australian', 'rock']",14.29
Ludacris,2,55.5,3.1,76,2,['southern hip hop'],100.0
Christina Aguilera,6,57.5,4.14,76,0,"['pop', 'female vocalists', 'soul', 'rnb', 'dance']",0.0
Lord Huron,2,84.5,3.47,76,0,"['folk', 'psychedelic', 'indie', 'indie pop', 'indie folk']",0.0
Xavi,2,72.0,2.74,76,1,"['corridos tumbados', 'corrido', 'corridos bélicos', 'sad sierreño', 'música mexicana', 'banda', 'sierreño']",50.0
Kygo,8,55.25,3.6,76,0,['tropical house'],0.0
Kings of Leon,2,81.5,3.61,76,0,"['rock', 'indie', 'indie rock', 'alternative', 'southern rock']",0.0
Arcane,5,65.2,2.85,76,1,"['progressive metal', 'thrash metal', 'australian', 'progressive rock', 'progressive thrash metal']",20.0
Alok,7,65.71,2.53,76,1,"['brazilian bass', 'electronic', 'slap house', 'electro house']",14.29
The Cranberries,5,44.0,4.57,76,0,"['rock', 'alternative', 'alternative rock', 'female vocalists', 'irish']",0.0
Doechii,3,75.0,3.82,76,3,"['rap', 'hip hop', 'rnb', 'hip-hop', 'pop rap']",100.0
Bizarrap,3,74.33,3.34,76,1,"['argentine trap', 'trap latino', 'urbano latino']",33.33
Muse,6,55.83,4.14,76,0,"['alternative rock', 'rock']",0.0
Phoebe Bridgers,4,66.5,4.1,76,0,"['singer-songwriter', 'folk', 'indie folk', 'indie', 'indie rock']",0.0
Jason Derulo,17,61.76,3.47,76,2,"['rock', 'pop', 'dance', 'hip hop', 'electropop', 'dance-pop', 'latin', 'english', 'african', 'r&b', 'contemporary r&b', '2010s', 'afro house', 'amapiano']",11.76
Avril Lavigne,24,47.92,3.63,76,7,"['pop rock', 'pop', 'rock', 'female vocalists', 'canadian']",29.17
Ravyn Lenae,2,86.5,3.55,76,0,"['alternative r&b', 'indie soul']",0.0
Quavo,3,61.0,2.94,76,2,"['rap', 'hip-hop', 'trap', 'atlanta', 'migos']",66.67
Panic! At The Disco,2,75.0,3.14,76,1,['emo'],50.0
Polo G,2,64.5,2.81,76,2,"['rap', 'hip-hop', 'trap', 'hip hop', 'american']",100.0
Måneskin,26,61.62,3.16,76,8,"['rock', 'glam rock', 'italian', 'alternative rock', 'italy']",30.77
NIKI,3,53.33,3.49,76,1,['indonesian r&b'],33.33
Megan Thee Stallion,21,52.0,2.98,76,21,"['rap', 'hip-hop', 'trap', 'hip hop', 'american']",100.0
Jessie Murph,2,37.0,2.32,76,0,"['pop', 'country', 'passion of discovery', 'indie', 'alabama']",0.0
The Killers,5,51.2,3.62,76,0,['alternative rock'],0.0
The Lumineers,2,5.0,2.68,76,0,"['folk pop', 'indie folk']",0.0
The 1975,6,57.67,4.48,76,3,"['indie', 'indie rock', 'british', 'alternative', 'rock']",50.0
Summer Walker,4,55.75,3.37,76,3,['r&b'],75.0
Tinashe,2,74.0,3.36,76,1,['alternative r&b'],50.0
The Goo Goo Dolls,2,77.5,4.82,76,0,"['rock', 'alternative rock', 'punk rock', 'power pop', 'synth-pop', 'electropop', 'hardcore punk', 'post-grunge', 'soft rock', 'acoustic rock', 'jangle pop', 'pop rock', 'pop punk', 'classic pop and rock', ""'""]",0.0
Bebe Rexha,5,58.4,2.86,76,0,"['pop', 'female vocalists', 'electronic', 'singer-songwriter', 'alternative']",0.0
Backstreet Boys,3,76.67,3.78,76,0,"['pop', 'american', 'electropop', 'dance-pop', 'pop rock', 'boy band', 'boy group', 'pop and chart', 'teen pop', 'incomplete remix', 'alliteration']",0.0
Korn,3,52.0,4.03,75,2,"['nu metal', 'metal', 'rap metal', 'alternative metal']",66.67
Lost Frequencies,2,64.5,2.38,75,0,['tropical house'],0.0
Foo Fighters,3,78.33,4.3,75,0,"['rock', 'post-grunge', 'alternative rock', 'grunge']",0.0
Aerosmith,14,34.43,4.43,75,0,"['classic rock', 'rock']",0.0
LISA,5,71.0,2.91,75,3,['k-pop'],60.0
Melanie Martinez,11,64.55,3.58,75,5,"['pop', 'indie', 'indie pop', 'female vocalists', 'alternative']",45.45
Pop Smoke,5,73.6,2.98,75,5,"['brooklyn drill', 'new york drill', 'drill']",100.0
Shaboozey,2,69.0,3.07,75,1,"['country', 'rap', 'pop', 'hip-hop', 'pop rap']",50.0
Jonas Brothers,8,57.38,3.04,75,0,"['pop', 'pop rock', 'disney', 'rock', 'pop punk']",0.0
Black Sabbath,3,27.33,3.83,75,0,"['metal', 'heavy metal', 'rock', 'stoner rock', 'doom metal', 'hard rock']",0.0
Pearl Jam,2,67.5,4.62,75,1,"['grunge', 'rock', 'post-grunge']",50.0
Robin Schulz,3,70.0,3.18,75,0,['tropical house'],0.0
Bryan Adams,2,39.5,6.24,75,0,"['rock', 'british', 'canadian', 'singer-songwriter', 'new wave', 'hard rock', 'power pop', 'classic rock', 'soft rock', 'acoustic rock', 'adult contemporary', 'pop rock', 'arena rock', 'album oriented rock', 'heartland rock', 'aor', 'rock and indie', '2008 universal fire victim']",0.0
Dean Lewis,7,69.86,3.18,75,2,"['indie', 'pop', 'australian', 'singer-songwriter', 'indie pop']",28.57
Swedish House Mafia,2,43.0,3.72,75,0,['edm'],0.0
Amy Winehouse,3,68.33,3.49,75,3,"['pop', 'jazz', 'blues', 'british', 'uk', 'easy listening', 'neo-soul', 'soul', 'crossover jazz', 'vocal jazz', 'neo soul', 'jazz pop', 'english', 'jazz and blues', 'pop soul', 'i heard love is blind', 'death by overdose', 'r&b', 'contemporary r&b', 'rhythm & blues', 'frank', '27 club', 'death by drug overdose']",100.0
Anne-Marie,2,73.5,2.7,75,1,"['pop', 'rnb', 'british', 'electronic', 'female vocalists']",50.0
JVKE,2,40.0,3.48,75,0,"['indie pop', 'pop', 'indie', 'my top songs', 'american']",0.0
Evanescence,9,60.44,3.76,75,0,['alternative metal'],0.0
Jack Harlow,5,53.8,3.0,75,5,"['rap', 'hip-hop', 'trap', 'hip hop', 'pop rap']",100.0
Jhené Aiko,2,72.5,3.91,75,2,['r&b'],100.0
The Notorious B.I.G.,5,67.6,4.58,75,5,"['old school hip hop', 'gangster rap', 'east coast hip hop', 'hip hop']",100.0
Gigi Perez,2,45.5,3.53,75,0,"['bedroom pop', 'singer-songwriter', 'indie', 'folk', 'my top songs']",0.0
Addison Rae,10,71.1,3.26,74,0,"['pop', 'american', 'electropop', 'alt-pop', 'queen of pop']",0.0
